Code,Sample_ID,Sample_Date,Sample_Time,Gage_Ht,Temp,pH,Cond,PR_Remarks
100020064,QT,5/21/1984 0:00,NA,1.2,NA,7.15,128,Not sure of units on conc.
100020065,QT,5/29/1984 0:00,NA,1.22,22,7.11,112.5,Not sure of units on conc.
100020066,QT,6/4/1984 0:00,NA,1.22,23,7.06,113,Not sure of units on conc.
100020067,QT,6/11/1984 0:00,NA,1.28,23,7.16,90,Not sure of units on conc.
100020068,QT,6/18/1984 0:00,NA,1.24,22,7.49,102,Not sure of units on conc.
100020069,QT,6/25/1984 0:00,NA,1.24,23,7.39,92,Not sure of units on conc.
100020070,QT,7/2/1984 0:00,NA,1.24,23,7.39,120,Not sure of units on conc.
100020071,QT,7/9/1984 0:00,NA,1.24,23,7.5,97.8,Not sure of units on conc.
100020072,QT,7/16/1984 0:00,NA,1.23,24,7.41,107.1,Not sure of units on conc.
100020073,QT,7/23/1984 0:00,NA,1.24,23,7.12,57.2,Not sure of units on conc.
100020074,QT,7/30/1984 0:00,NA,1.26,23,7.57,95.6,Not sure of units on conc.
100020075,QT,8/6/1984 0:00,NA,1.24,22,7.34,103.4,Not sure of units on conc.
100020076,QT,8/13/1984 0:00,NA,1.22,23,7.31,107.4,Not sure of units on conc.
100020077,QT,8/20/1984 0:00,NA,1.22,23,7.38,110.4,Not sure of units on conc.
100020078,QT,8/27/1984 0:00,NA,1.3,23,7.52,70.1,Not sure of units on conc.
100020079,QT,9/4/1984 0:00,NA,1.22,23,6.91,103.6,Not sure of units on conc.
100020080,QT,9/10/1984 0:00,NA,1.22,23,7.42,96.8,Not sure of units on conc.
100020081,QT,9/18/1984 0:00,NA,1.28,22.5,6.81,86.7,Not sure of units on conc.
100020082,QT,9/24/1984 0:00,NA,1.26,22,7.31,98.3,Not sure of units on conc.
100020083,QT,10/1/1984 0:00,NA,1.24,23,7.16,99.4,Not sure of units on conc.
100020084,QT,10/8/1984 0:00,NA,1.24,22.5,7.18,73.2,Not sure of units on conc.
100020085,QT,10/15/1984 0:00,NA,1.28,24,7.09,96.6,Not sure of units on conc.
100020086,QT,10/22/1984 0:00,NA,1.32,23,7.08,76,Not sure of units on conc.
100020087,QT,10/29/1984 0:00,NA,1.34,23,6.57,41.4,Not sure of units on conc.
100020088,QT,11/8/1984 0:00,NA,1.42,23.5,6.77,63.5,Not sure of units on conc.
100020089,QT,11/14/1984 0:00,NA,1.48,21.5,6.84,67.6,Not sure of units on conc.
100020090,QT,11/21/1984 0:00,NA,1.32,23,7.19,85.8,Not sure of units on conc.
100020091,QT,11/28/1984 0:00,NA,1.28,22,7.19,93.2,Not sure of units on conc.
100020092,QT,12/5/1984 0:00,NA,1.28,22,7.04,93.8,Not sure of units on conc.
100020093,QT,12/11/1984 0:00,NA,1.28,20.5,7.09,88.1,Not sure of units on conc.
100020094,QT,12/19/1984 0:00,NA,1.28,21,6.94,89.1,Not sure of units on conc.
100020095,QT,12/27/1984 0:00,NA,1.35,21.5,7.22,85.9,Not sure of units on conc.
100020096,QT,1/3/1985 0:00,NA,1.36,20.5,7.06,75.1,Not sure of units on conc.
100020097,QT,1/9/1985 0:00,NA,1.28,21,7.21,87.1,Not sure of units on conc.
100020098,QT,1/16/1985 0:00,NA,1.26,21.5,6.89,93.6,Not sure of units on conc.
100020099,QT,1/22/1985 0:00,NA,1.24,19.5,7.23,92.5,Not sure of units on conc.
100020100,QT,1/29/1985 0:00,NA,1.24,20,7.11,98.2,Not sure of units on conc.
100020101,QT,2/5/1985 0:00,NA,1.24,20,7.08,101.1,Not sure of units on conc.
100020102,QT,2/12/1985 0:00,NA,1.22,20,7.12,109.8,Not sure of units on conc.
100020103,QT,2/19/1985 0:00,NA,1.28,20,7.35,107.2,Not sure of units on conc.
100020104,QT,2/26/1985 0:00,NA,1.26,20,7.34,93.9,Not sure of units on conc.
100020105,QT,3/6/1985 0:00,NA,1.2,20,7.12,89.7,Not sure of units on conc.
100020106,QT,3/12/1985 0:00,NA,1.28,20,7.45,87.4,Not sure of units on conc.
100020107,QT,3/19/1985 0:00,NA,1.24,20,7.48,95.8,Not sure of units on conc.
100020108,QT,3/26/1985 0:00,NA,1.24,20,7.79,106.2,Not sure of units on conc.
100020109,QT,4/2/1985 0:00,NA,1.3,20,7.48,84.5,Not sure of units on conc.
100020110,QT,4/9/1985 0:00,NA,1.24,21,7.5,97.1,Not sure of units on conc.
100020111,QT,4/16/1985 0:00,NA,1.3,21,7.58,90.7,Not sure of units on conc.
100020112,QT,4/23/1985 0:00,NA,1.24,20,7.43,90.4,Not sure of units on conc.
100020113,QT,4/30/1985 0:00,NA,1.24,21,7.57,95.3,Not sure of units on conc.
100020114,QT,5/7/1985 0:00,NA,1.24,22,7.94,107.8,Not sure of units on conc.
100020115,QT,5/14/1985 0:00,NA,1.38,22,7.35,67.2,Not sure of units on conc.
100020116,QT,5/21/1985 0:00,NA,1.32,22,7.41,79.9,Not sure of units on conc.
100020117,QT,5/28/1985 0:00,NA,1.26,22,7.46,84.6,Not sure of units on conc.
100020118,QT,6/4/1985 0:00,NA,1.26,22,7.34,90,Not sure of units on conc.
100020119,QT,6/11/1985 0:00,NA,1.22,23,7.76,94.6,Not sure of units on conc.
100020120,QT,6/18/1985 0:00,NA,1.22,23,7.42,101.2,Not sure of units on conc.
100020121,QT,6/25/1985 0:00,NA,1.22,23,7.79,110.4,Not sure of units on conc.
100020122,QT,7/2/1985 0:00,NA,1.2,24,7.35,115,Not sure of units on conc.
100020123,QT,7/9/1985 0:00,NA,1.18,23,7.28,97.9,Not sure of units on conc.
100020124,QT,7/16/1985 0:00,NA,1.2,22,7.32,94.4,Not sure of units on conc.
100020125,QT,7/23/1985 0:00,NA,1.24,23,7.33,81.8,Not sure of units on conc.
100020126,QT,7/30/1985 0:00,NA,1.22,23,7.49,92.2,Not sure of units on conc.
100020127,QT,8/6/1985 0:00,NA,1.2,23,7.14,102.6,Not sure of units on conc.
100020128,QT,8/13/1985 0:00,NA,1.22,23,7.32,90.9,Not sure of units on conc.
100020129,QT,8/20/1985 0:00,NA,1.2,24,7.49,99.9,Not sure of units on conc.
100020130,QT,8/27/1985 0:00,NA,1.4,23,7.25,58,Not sure of units on conc.
100020131,QT,9/3/1985 0:00,NA,1.24,23,7.33,85.5,Not sure of units on conc.
100020132,QT,9/10/1985 0:00,NA,1.24,23,7.45,90,Not sure of units on conc.
100020133,QT,9/17/1985 0:00,NA,1.28,23,7.38,86.3,Not sure of units on conc.
100020134,QT,9/23/1985 0:00,NA,1.28,23,7.51,83.4,Not sure of units on conc.
100020136,QT,10/1/1985 0:00,NA,1.28,23,7.51,85.8,Not sure of units on conc.
100020137,QT,10/8/1985 0:00,NA,1.28,23,7.27,63.6,Not sure of units on conc.
100020138,QT,10/15/1985 0:00,NA,1.28,22,7.42,79.6,Not sure of units on conc.
100020139,QT,10/22/1985 0:00,NA,1.28,23,7.27,84.4,Not sure of units on conc.
100020140,QT,10/29/1985 0:00,NA,1.34,22,7.21,72.5,Not sure of units on conc.
100020141,QT,11/5/1985 0:00,NA,1.28,22,6.84,84.7,Not sure of units on conc.
100020142,QT,11/12/1985 0:00,NA,1.28,22,7.26,79,Not sure of units on conc.
100020143,QT,11/20/1985 0:00,NA,1.34,22,6.77,45,Not sure of units on conc.
100020144,QT,11/26/1985 0:00,NA,1.3,22,7.27,78.1,Not sure of units on conc.
100020145,QT,12/3/1985 0:00,NA,1.28,22,6.94,82.1,Not sure of units on conc.
100020146,QT,12/10/1985 0:00,NA,1.28,22,7.31,92.1,Not sure of units on conc.
100020147,QT,12/17/1985 0:00,NA,1.26,21.5,6.93,91.9,Not sure of units on conc.
100020148,QT,12/24/1985 0:00,NA,1.28,21,7.48,80.4,Not sure of units on conc.
100020149,QT,12/30/1985 0:00,NA,1.24,20,7.46,80.3,Not sure of units on conc.
100020150,QT,1/7/1986 0:00,NA,1.24,20.5,7.43,87.8,Not sure of units on conc.
100020151,QT,1/14/1986 0:00,NA,1.24,21,7.42,92.1,Not sure of units on conc.
100020152,QT,1/21/1986 0:00,NA,1.24,20,7.49,96,Not sure of units on conc.
100020153,QT,1/28/1986 0:00,NA,1.22,20,7.51,96.4,Not sure of units on conc.
100020154,QT,2/4/1986 0:00,NA,1.4,20,6.92,46.4,Not sure of units on conc.
100020155,QT,2/11/1986 0:00,NA,1.24,20,7.43,96.3,Not sure of units on conc.
100020156,QT,2/18/1986 0:00,NA,1.22,20,7.37,97.7,Not sure of units on conc.
100020157,QT,2/25/1986 0:00,NA,1.22,20,7.43,100.4,Not sure of units on conc.
100020158,QT,3/4/1986 0:00,NA,1.22,20,7.42,103.8,Not sure of units on conc.
100020159,QT,3/11/1986 0:00,NA,1.2,20,7.36,107.2,Not sure of units on conc.
100020160,QT,3/18/1986 0:00,NA,1.2,20,7.26,102.5,Not sure of units on conc.
100020161,QT,3/25/1986 0:00,NA,1.26,20.5,7.45,94.5,Not sure of units on conc.
100020162,QT,4/1/1986 0:00,NA,1.22,20.5,7.39,98.6,Not sure of units on conc.
100020163,QT,4/8/1986 0:00,NA,1.22,21,7.43,96,Not sure of units on conc.
100020164,QT,4/15/1986 0:00,NA,1.2,22,7.36,111.5,Not sure of units on conc.
100020165,QT,4/22/1986 0:00,NA,1.2,22,7.52,99.2,Not sure of units on conc.
100020166,QT,4/29/1986 0:00,NA,1.22,20,7.41,96.3,Not sure of units on conc.
100020167,QT,5/6/1986 0:00,NA,1.24,22,7.45,88.2,Not sure of units on conc.
100020168,QT,5/14/1986 0:00,NA,1.38,22,7.24,59.3,Not sure of units on conc.
100020169,QT,5/20/1986 0:00,NA,1.28,22,7.4,85.5,Not sure of units on conc.
100020170,QT,5/27/1986 0:00,NA,1.26,22,7.45,96.8,Not sure of units on conc.
100020171,QT,6/3/1986 0:00,NA,1.24,23,7.38,98.6,Not sure of units on conc.
100020172,QT,6/10/1986 0:00,NA,1.28,22,7.51,90.3,Not sure of units on conc.
100020173,QT,6/17/1986 0:00,NA,1.26,22,7.36,89.6,Not sure of units on conc.
100020174,QT,6/24/1986 0:00,NA,1.22,23,7.43,105.9,Not sure of units on conc.
100020175,QT,7/1/1986 0:00,NA,1.22,23,7.45,106.5,Not sure of units on conc.
100020176,QT,7/8/1986 0:00,NA,1.22,23,7.47,109.5,Not sure of units on conc.
100020177,QT,7/15/1986 0:00,NA,1.28,23,7.39,87.8,Not sure of units on conc.
100020178,QT,7/22/1986 0:00,NA,1.2,23,7.76,120.8,Not sure of units on conc.
100020179,QT,7/29/1986 0:00,NA,1.18,23,7.45,90.7,Not sure of units on conc.
100020180,QT,8/5/1986 0:00,NA,1.2,23,7.29,112.5,Not sure of units on conc.
100020181,QT,8/12/1986 0:00,NA,1.22,23,7.39,105.8,Not sure of units on conc.
100020182,QT,8/19/1986 0:00,NA,1.22,23,7.32,105.7,Not sure of units on conc.
100020183,QT,8/26/1986 0:00,NA,1.26,23,7.29,85.2,Not sure of units on conc.
100020184,QT,9/2/1986 0:00,NA,1.28,22,7.17,83.2,Not sure of units on conc.
100020185,QT,9/9/1986 0:00,NA,1.24,23,7.32,102.5,Not sure of units on conc.
100020186,QT,9/16/1986 0:00,NA,1.24,24,7.28,105.5,Not sure of units on conc.
100020187,QT,9/24/1986 0:00,NA,1.22,24,7.61,108.7,Not sure of units on conc.
100020188,QT,10/1/1986 0:00,NA,1.22,24,7.18,106.3,Not sure of units on conc.
100020189,QT,10/7/1986 0:00,NA,1.28,24,7.15,98.5,Not sure of units on conc.
100020190,QT,10/14/1986 0:00,NA,1.32,23,7.19,72.2,Not sure of units on conc.
100020191,QT,10/21/1986 0:00,NA,1.24,23,7.09,96,Not sure of units on conc.
100020192,QT,10/28/1986 0:00,NA,1.26,22,7.32,93.3,Not sure of units on conc.
100020193,QT,11/4/1986 0:00,NA,1.24,22,7.26,97.6,Not sure of units on conc.
100020194,QT,11/10/1986 0:00,NA,1.38,22,7.08,63.4,Not sure of units on conc.
100020195,QT,11/18/1986 0:00,NA,1.34,22,7.15,78.7,Not sure of units on conc.
100020196,QT,11/25/1986 0:00,NA,1.34,21.5,7.19,87.4,Not sure of units on conc.
100020197,QT,12/2/1986 0:00,NA,1.28,21.5,7.16,91.1,Not sure of units on conc.
100020198,QT,12/9/1986 0:00,NA,1.28,22,7.28,93.9,Not sure of units on conc.
100020199,QT,12/16/1986 0:00,NA,1.3,21,7.29,90.7,Not sure of units on conc.
100020200,QT,12/23/1986 0:00,NA,1.26,20,7.48,99.8,Not sure of units on conc.
100020201,QT,12/30/1986 0:00,NA,1.24,20,7.55,100.3,Not sure of units on conc.
100020202,QT,1/5/1987 0:00,NA,1.24,20.5,7.46,106.1,Not sure of units on conc.
100020203,QT,1/13/1987 0:00,NA,1.22,20,7.39,107.9,Not sure of units on conc.
100020204,QT,1/20/1987 0:00,NA,1.22,20.5,7.46,115.5,Not sure of units on conc.
100020205,QT,1/27/1987 0:00,NA,1.22,20,7.44,112.3,Not sure of units on conc.
100020206,QT,2/3/1987 0:00,NA,1.22,20,7.4,110.6,Not sure of units on conc.
100020207,QT,2/10/1987 0:00,NA,1.2,20,7.42,114.8,Not sure of units on conc.
100020208,QT,2/17/1987 0:00,NA,1.22,20,7.53,106.9,Not sure of units on conc.
100020209,QT,2/24/1987 0:00,NA,1.2,20,7.42,108.9,Not sure of units on conc.
100020210,QT,3/3/1987 0:00,NA,1.2,20,7.5,112.1,Not sure of units on conc.
100020211,QT,3/10/1987 0:00,NA,1.2,20,7.52,114.4,Not sure of units on conc.
100020212,QT,3/17/1987 0:00,NA,1.5,20,7.07,63.8,Not sure of units on conc.
100020213,QT,3/24/1987 0:00,NA,1.24,22,7.42,102.2,Not sure of units on conc.
100020214,QT,3/31/1987 0:00,NA,1.22,20.5,7.43,106.9,Not sure of units on conc.
100020215,QT,4/7/1987 0:00,NA,1.2,22,7.48,113.5,Not sure of units on conc.
100020216,QT,4/14/1987 0:00,NA,1.4,22,7.19,64.7,Not sure of units on conc.
100020217,QT,4/21/1987 0:00,NA,1.28,23,7.31,92.6,Not sure of units on conc.
100020218,QT,4/28/1987 0:00,NA,1.24,23,7.39,101.6,Not sure of units on conc.
100020219,QT,5/5/1987 0:00,NA,1.24,23,7.38,108.5,Not sure of units on conc.
100020220,QT,5/12/1987 0:00,NA,1.28,22,7.12,90.7,Not sure of units on conc.
100020221,QT,5/19/1987 0:00,NA,1.36,22,7.16,62.8,Not sure of units on conc.
100020222,QT,5/26/1987 0:00,NA,1.34,23,7.23,73.9,Not sure of units on conc.
100020223,QT,6/2/1987 0:00,NA,1.28,23,7.26,91,Not sure of units on conc.
100020224,QT,6/9/1987 0:00,NA,1.26,23,7.16,101.8,Not sure of units on conc.
100020225,QT,6/16/1987 0:00,NA,1.28,23,7.35,95.6,Not sure of units on conc.
100020226,QT,6/23/1987 0:00,NA,1.38,22,7.07,72,Not sure of units on conc.
100020227,QT,6/30/1987 0:00,NA,1.32,23,7.1,81.6,Not sure of units on conc.
100020228,QT,7/7/1987 0:00,NA,1.3,23,7.07,93.5,Not sure of units on conc.
100020229,QT,7/14/1987 0:00,NA,1.26,23,7.07,98.9,Not sure of units on conc.
100020230,QT,7/21/1987 0:00,NA,1.26,23,6.95,102.2,Not sure of units on conc.
100020231,QT,7/28/1987 0:00,NA,1.26,23,7.19,102.1,Not sure of units on conc.
100020232,QT,8/4/1987 0:00,NA,1.26,23,6.64,96,Not sure of units on conc.
100020233,QT,8/11/1987 0:00,NA,1.24,23,6.62,109.6,Not sure of units on conc.
100020234,QT,8/18/1987 0:00,NA,1.22,23.5,6.8,109.3,Not sure of units on conc.
100020235,QT,8/25/1987 0:00,NA,1.22,23,6.94,107.2,Not sure of units on conc.
100020236,QT,9/1/1987 0:00,NA,1.26,23,6.87,84,Not sure of units on conc.
100020237,QT,9/8/1987 0:00,NA,1.24,23,6.67,101.1,Not sure of units on conc.
100020238,QT,9/15/1987 0:00,NA,1.26,23,6.78,96.6,Not sure of units on conc.
100020239,QT,9/22/1987 0:00,NA,1.26,23,6.84,95.8,Not sure of units on conc.
100020240,QT,9/29/1987 0:00,NA,1.3,23,6.8,78.2,Not sure of units on conc.
100020241,QT,10/6/1987 0:00,NA,1.24,23.5,6.99,96.8,Not sure of units on conc.
100020242,QT,10/13/1987 0:00,NA,1.22,23.5,7.18,108.4,Not sure of units on conc.
100030001,RI,5/24/1983 0:00,NA,1.04,NA,6.67,37.5,Not sure of units for chemistry
100030002,RI,6/3/1983 0:00,NA,1.04,NA,7.01,65.7,Not sure of units for chemistry
100030003,RI,6/8/1983 0:00,NA,1.05,NA,6.93,63.2,Not sure of units for chemistry
100030004,RI,6/13/1983 0:00,NA,NA,20.9,7.01,56.8,Not sure of units for chemistry
100030005,RI,6/16/1983 0:00,NA,2.1,21,6.12,26,Not sure of units for chemistry
100030006,RI,6/20/1983 0:00,NA,1.08,20,6.72,59.9,Not sure of units for chemistry
100030007,RI,6/27/1983 0:00,NA,1.17,22,7.05,60,Not sure of units for chemistry
100030008,RI,7/5/1983 0:00,NA,1.26,20.5,7.12,43,Not sure of units for chemistry
100030009,RI,7/11/1983 0:00,NA,1.1,21,7.03,52.1,Not sure of units for chemistry
100030010,RI,7/21/1983 0:00,NA,1.08,NA,7.14,61,Not sure of units for chemistry
100030011,RI,7/26/1983 0:00,NA,1.06,21,7.16,63.5,Not sure of units for chemistry
100030012,RI,8/1/1983 0:00,NA,1.4,21,7.02,50,Not sure of units for chemistry
100030013,RI,8/8/1983 0:00,NA,1.06,21,7.2,60,Not sure of units for chemistry
100030014,RI,8/15/1983 0:00,NA,1.06,21,7.37,63,Not sure of units for chemistry
100030015,RI,8/18/1983 0:00,NA,1.12,21,6.97,50.5,Not sure of units for chemistry
100030016,RI,8/22/1983 0:00,NA,1.2,22,6.95,47.9,Not sure of units for chemistry
100030017,RI,8/29/1983 0:00,NA,2.24,21,7.05,42.5,Not sure of units for chemistry
100030018,RI,9/6/1983 0:00,NA,1.1,21,7.14,62,Not sure of units for chemistry
100030019,RI,9/12/1983 0:00,NA,1.1,21,7.03,63,Not sure of units for chemistry
100030020,RI,9/19/1983 0:00,NA,1.12,21,7.36,55,Not sure of units for chemistry
100030021,RI,9/26/1983 0:00,NA,1.08,21,7.29,57.5,Not sure of units for chemistry
100030022,RI,10/3/1983 0:00,NA,1.08,21,7.5,65,Not sure of units for chemistry
100030023,RI,10/10/1983 0:00,NA,1.04,21,7.61,59,Not sure of units for chemistry
100030024,RI,10/17/1983 0:00,NA,1.08,20,7.25,64,Not sure of units for chemistry
100030025,RI,10/24/1983 0:00,NA,1.04,20,7.23,61,Not sure of units for chemistry
100030026,RI,10/31/1983 0:00,NA,1.12,21,7.15,44.5,Not sure of units for chemistry
100030027,RI,11/7/1983 0:00,NA,1.1,20,6.88,47.2,Not sure of units for chemistry
100030028,RI,11/14/1983 0:00,NA,1.04,19,7.34,60,Not sure of units for chemistry
100030029,RI,11/21/1983 0:00,NA,1.03,20,7.53,65.9,Not sure of units for chemistry
100030030,RI,11/28/1983 0:00,NA,1.02,20,7.49,66.2,Not sure of units for chemistry
100030031,RI,12/5/1983 0:00,NA,1.02,20,7.92,57.5,Not sure of units for chemistry
100030032,RI,12/12/1983 0:00,NA,1.04,19,7.41,56,Not sure of units for chemistry
100030033,RI,12/19/1983 0:00,NA,1.1,20,7.06,53,Not sure of units for chemistry
100030034,RI,12/27/1983 0:00,NA,1.02,20,6.88,65.5,Not sure of units for chemistry
100030035,RI,1/3/1984 0:00,NA,1.04,18,6.43,63,Not sure of units for chemistry
100030036,RI,1/9/1984 0:00,NA,1.08,19,7.35,64,Not sure of units for chemistry
100030037,RI,1/16/1984 0:00,NA,1.18,20,6.87,47.1,Not sure of units for chemistry
100030038,RI,1/23/1984 0:00,NA,1.48,19,7.01,49,Not sure of units for chemistry
100030039,RI,1/30/1984 0:00,NA,1.06,19,7.02,63,Not sure of units for chemistry
100030040,RI,2/7/1984 0:00,NA,1.26,19,6.82,51.5,Not sure of units for chemistry
100030041,RI,2/13/1984 0:00,NA,1.32,19,6.77,48.9,Not sure of units for chemistry
100030042,RI,2/16/1984 0:00,NA,1.34,18,NA,38.3,Not sure of units for chemistry
100030043,RI,2/16/1984 0:00,NA,1.28,18,NA,39,Not sure of units for chemistry
100030044,RI,2/16/1984 0:00,NA,1.24,19,6.45,40,Not sure of units for chemistry
100030045,RI,2/16/1984 0:00,NA,1.21,19,6.5,41,Not sure of units for chemistry
100030046,RI,2/16/1984 0:00,NA,1.19,19.5,6.55,41,Not sure of units for chemistry
100030047,RI,2/16/1984 0:00,NA,1.18,19,6.55,42,Not sure of units for chemistry
100030048,RI,2/16/1984 0:00,NA,1.16,19,6.6,42.5,Not sure of units for chemistry
100030049,RI,2/16/1984 0:00,NA,1.16,19,6.65,43,Not sure of units for chemistry
100030050,RI,2/16/1984 0:00,NA,1.16,19,6.65,43,Not sure of units for chemistry
100030051,RI,2/16/1984 0:00,NA,1.14,19,6.67,44,Not sure of units for chemistry
100030052,RI,2/16/1984 0:00,NA,1.14,18.5,6.7,44,Not sure of units for chemistry
100030053,RI,2/16/1984 0:00,NA,1.14,18.5,6.55,44.5,Not sure of units for chemistry
100030054,RI,2/16/1984 0:00,NA,1.14,18.5,6.65,45,Not sure of units for chemistry
100030055,RI,2/16/1984 0:00,NA,1.14,18.5,6.7,45,Not sure of units for chemistry
100030056,RI,2/16/1984 0:00,NA,1.13,18.5,6.7,46,Not sure of units for chemistry
100030057,RI,2/16/1984 0:00,NA,1.13,18.5,6.75,46,Not sure of units for chemistry
100030058,RI,2/17/1984 0:00,NA,1.12,18.5,6.8,46,Not sure of units for chemistry
100030059,RI,2/17/1984 0:00,NA,1.14,18.5,6.75,46,Not sure of units for chemistry
100030060,RI,2/17/1984 0:00,NA,1.14,18.5,6.75,46,Not sure of units for chemistry
100030061,RI,2/17/1984 0:00,NA,1.13,18,6.8,46,Not sure of units for chemistry
100030062,RI,2/17/1984 0:00,NA,1.12,18,6.75,46,Not sure of units for chemistry
100030063,RI,2/17/1984 0:00,NA,1.12,17.5,6.78,47,Not sure of units for chemistry
100030064,RI,2/17/1984 0:00,NA,1.1,18,6.78,47,Not sure of units for chemistry
100030065,RI,2/17/1984 0:00,NA,1.1,18,6.8,47,Not sure of units for chemistry
100030066,RI,2/21/1984 0:00,NA,1.06,19,6.97,61,Not sure of units for chemistry
100030067,RI,2/27/1984 0:00,NA,1.04,20,7.05,63.2,Not sure of units for chemistry
100030068,RI,3/5/1984 0:00,NA,1.04,19,7.13,65,Not sure of units for chemistry
100030069,RI,3/12/1984 0:00,NA,1.02,19,6.93,66.8,Not sure of units for chemistry
100030070,RI,3/19/1984 0:00,NA,1.02,18,7.01,64.5,Not sure of units for chemistry
100030071,RI,3/28/1984 0:00,NA,0.96,19,6.82,63,Not sure of units for chemistry
100030072,RI,4/2/1984 0:00,NA,0.94,19.5,7.28,72.5,Not sure of units for chemistry
100030073,RI,4/9/1984 0:00,NA,NA,NA,7.57,74,Not sure of units for chemistry
100030074,RI,4/17/1984 0:00,NA,0.98,20,6.89,64,Not sure of units for chemistry
100030075,RI,4/23/1984 0:00,NA,0.96,20,6.91,72,Not sure of units for chemistry
100030076,RI,4/30/1984 0:00,NA,0.98,19,7.09,68,Not sure of units for chemistry
100030077,RI,5/7/1984 0:00,NA,0.98,20,7.42,72,Not sure of units for chemistry
100030078,RI,5/14/1984 0:00,NA,1,20,7.11,67.1,Not sure of units for chemistry
100030079,RI,5/21/1984 0:00,NA,1,21,7.09,64.9,Not sure of units for chemistry
100030080,RI,5/27/1984 0:00,NA,NA,20,6.86,57,Not sure of units for chemistry
100030081,RI,6/4/1984 0:00,NA,1.04,21,7,65,Not sure of units for chemistry
100030082,RI,6/11/1984 0:00,NA,1.24,21,6.57,40,Not sure of units for chemistry
100030083,RI,6/18/1984 0:00,NA,1.09,21,6.79,58,Not sure of units for chemistry
100030084,RI,6/25/1984 0:00,NA,1.04,21,6.9,60,Not sure of units for chemistry
100030085,RI,7/2/1984 0:00,NA,1.09,21,6.98,67.5,Not sure of units for chemistry
100030086,RI,7/9/1984 0:00,NA,1.09,21,7.01,58.4,Not sure of units for chemistry
100030087,RI,7/19/1984 0:00,NA,1.04,21,6.99,58.3,Not sure of units for chemistry
100030088,RI,7/23/1984 0:00,NA,1.08,21,7.58,109.1,Not sure of units for chemistry
100030089,RI,7/30/1984 0:00,NA,1.19,21.5,6.79,51.4,Not sure of units for chemistry
100030090,RI,8/6/1984 0:00,NA,1.08,20,6.99,62.2,Not sure of units for chemistry
100030091,RI,8/13/1984 0:00,NA,1,20,7.04,67.2,Not sure of units for chemistry
100030092,RI,8/20/1984 0:00,NA,1.04,20,7.07,62.3,Not sure of units for chemistry
100030093,RI,8/27/1984 0:00,NA,2.38,21,6.48,37.6,Not sure of units for chemistry
100030094,RI,9/4/1984 0:00,NA,1.02,21,6.88,60.3,Not sure of units for chemistry
100030095,RI,9/10/1984 0:00,NA,1.02,20,6.86,59.4,Not sure of units for chemistry
100030096,RI,9/18/1984 0:00,NA,1.12,20,6.37,42.6,Not sure of units for chemistry
100030097,RI,9/24/1984 0:00,NA,1.04,19.5,6.68,54.9,Not sure of units for chemistry
100030098,RI,10/1/1984 0:00,NA,1.06,20,6.56,49.7,Not sure of units for chemistry
100030099,RI,10/8/1984 0:00,NA,1.06,22,6.64,57.1,Not sure of units for chemistry
100030100,RI,10/15/1984 0:00,NA,1.08,22,6.26,50.8,Not sure of units for chemistry
100030101,RI,10/22/1984 0:00,NA,1.16,21,6.84,43.4,Not sure of units for chemistry
100030102,RI,10/29/1984 0:00,NA,1.2,21,7.27,74.9,Not sure of units for chemistry
100030103,RI,11/8/1984 0:00,NA,1.38,21.5,6.61,35.2,Not sure of units for chemistry
100030104,RI,11/14/1984 0:00,NA,1.5,20.5,6,43.2,Not sure of units for chemistry
100030105,RI,11/21/1984 0:00,NA,1.2,21,6.94,51.5,Not sure of units for chemistry
100030106,RI,11/28/1984 0:00,NA,1.14,20,7,52.5,Not sure of units for chemistry
100030107,RI,12/5/1984 0:00,NA,1.18,20.5,6.56,47.1,Not sure of units for chemistry
100030108,RI,12/11/1984 0:00,NA,1.14,19,6.94,53.6,Not sure of units for chemistry
100030109,RI,12/19/1984 0:00,NA,1.12,19,6.65,50.4,Not sure of units for chemistry
100030110,RI,12/27/1984 0:00,NA,1.5,19.5,6.62,49.2,Not sure of units for chemistry
100030111,RI,1/3/1985 0:00,NA,1.36,19.5,6.44,42.9,Not sure of units for chemistry
100030112,RI,1/9/1985 0:00,NA,1.1,19,6.74,51.8,Not sure of units for chemistry
100030113,RI,1/16/1985 0:00,NA,1.08,19,6.6,53.1,Not sure of units for chemistry
100030114,RI,1/22/1985 0:00,NA,1.06,16.5,6.91,51,Not sure of units for chemistry
100030115,RI,1/29/1985 0:00,NA,1.04,18.2,7.06,60,Not sure of units for chemistry
100030116,RI,2/5/1985 0:00,NA,1.04,18,7.08,62.4,Not sure of units for chemistry
100030117,RI,2/12/1985 0:00,NA,1.09,18,7.11,62.5,Not sure of units for chemistry
100030118,RI,2/19/1985 0:00,NA,1.38,18.5,7.13,48.9,Not sure of units for chemistry
100030119,RI,2/26/1985 0:00,NA,1.1,18,6.83,53.6,Not sure of units for chemistry
100030120,RI,3/6/1985 0:00,NA,1.08,18.5,6.69,50.4,Not sure of units for chemistry
100030121,RI,3/12/1985 0:00,NA,1.08,18.5,6.97,50.9,Not sure of units for chemistry
100030122,RI,3/19/1985 0:00,NA,1.06,19,7.04,56.6,Not sure of units for chemistry
100030123,RI,3/26/1985 0:00,NA,1.06,19,7,59.7,Not sure of units for chemistry
100030124,RI,4/2/1985 0:00,NA,1.06,18,6.81,54.6,Not sure of units for chemistry
